#资金帐户     |交易市场|证券账户    |证券代码     |可用股份数           |成本价
#FundAcc C12|Market|SecuAcc    |StockCode C6|StkAvlQty          |CostPrice
B880000384  |1     |B880000384 |600000      |1000000000                |0
0031422441  |2     |0031422441 |000916      |1000000000                |0
0031422441  |2     |0031422441 |000917      |1000000000                |0
0031422441  |2     |0031422441 |000918      |1000000000                |0
0031422441  |2     |0031422441 |000919      |1000000000                |0
0031422441  |2     |0031422441 |000920      |1000000000                |0
0031422441  |2     |0031422441 |000921      |1000000000                |0
0031422441  |2     |0031422441 |000922      |1000000000                |0
0031422441  |2     |0031422441 |000923      |1000000000                |0
0031422441  |2     |0031422441 |000925      |1000000000                |0
0031422441  |2     |0031422441 |000926      |1000000000                |0
0031422441  |2     |0031422441 |000927      |1000000000                |0
0031422441  |2     |0031422441 |000928      |1000000000                |0
0031422441  |2     |0031422441 |000929      |1000000000                |0
0031422441  |2     |0031422441 |000930      |1000000000                |0
0031422441  |2     |0031422441 |000931      |1000000000                |0
0031422441  |2     |0031422441 |000932      |1000000000                |0
0031422441  |2     |0031422441 |000933      |1000000000                |0
0031422441  |2     |0031422441 |000935      |1000000000                |0
0031422441  |2     |0031422441 |000936      |1000000000                |0
0031422441  |2     |0031422441 |000937      |1000000000                |0
0031422441  |2     |0031422441 |000938      |1000000000                |0
0031422441  |2     |0031422441 |000939      |1000000000                |0
0031422441  |2     |0031422441 |000948      |1000000000                |0
0031422441  |2     |0031422441 |000949      |1000000000                |0
0031422441  |2     |0031422441 |000951      |1000000000                |0
0031422441  |2     |0031422441 |000952      |1000000000                |0
0031422441  |2     |0031422441 |000953      |1000000000                |0
0031422441  |2     |0031422441 |000955      |1000000000                |0
0031422441  |2     |0031422441 |000957      |1000000000                |0
0031422441  |2     |0031422441 |000958      |1000000000                |0
0031422441  |2     |0031422441 |000959      |1000000000                |0
0031422441  |2     |0031422441 |000960      |1000000000                |0
0031422441  |2     |0031422441 |000961      |1000000000                |0
0031422441  |2     |0031422441 |000962      |1000000000                |0
0031422441  |2     |0031422441 |000963      |1000000000                |0
0031422441  |2     |0031422441 |000965      |1000000000                |0
0031422441  |2     |0031422441 |000966      |1000000000                |0
0031422441  |2     |0031422441 |000967      |1000000000                |0
0031422441  |2     |0031422441 |000968      |1000000000                |0
0031422441  |2     |0031422441 |000969      |1000000000                |0
0031422441  |2     |0031422441 |000970      |1000000000                |0
0031422441  |2     |0031422441 |000971      |1000000000                |0
0031422441  |2     |0031422441 |000972      |1000000000                |0
0031422441  |2     |0031422441 |000973      |1000000000                |0
0031422441  |2     |0031422441 |000975      |1000000000                |0
0031422441  |2     |0031422441 |000976      |1000000000                |0
0031422441  |2     |0031422441 |000977      |1000000000                |0
0031422441  |2     |0031422441 |000978      |1000000000                |0
0031422441  |2     |0031422441 |000979      |1000000000                |0
0031422441  |2     |0031422441 |000980      |1000000000                |0
0031422441  |2     |0031422441 |000981      |1000000000                |0
0031422441  |2     |0031422441 |000982      |1000000000                |0
0031422441  |2     |0031422441 |000983      |1000000000                |0
0031422441  |2     |0031422441 |000985      |1000000000                |0
0031422441  |2     |0031422441 |000987      |1000000000                |0
0031422441  |2     |0031422441 |000988      |1000000000                |0
0031422441  |2     |0031422441 |000989      |1000000000                |0
0031422441  |2     |0031422441 |000990      |1000000000                |0
0031422441  |2     |0031422441 |000993      |1000000000                |0
0031422441  |2     |0031422441 |000995      |1000000000                |0
0031422441  |2     |0031422441 |000996      |1000000000                |0
0031422441  |2     |0031422441 |000997      |1000000000                |0
0031422441  |2     |0031422441 |000998      |1000000000                |0
0031422441  |2     |0031422441 |000999      |1000000000                |0
0031422441  |2     |0031422441 |001696      |1000000000                |0
0031422441  |2     |0031422441 |001896      |1000000000                |0
0031422441  |2     |0031422441 |001979      |1000000000                |0
0031422441  |2     |0031422441 |002001      |1000000000                |0
0031422441  |2     |0031422441 |002002      |1000000000                |0
0031422441  |2     |0031422441 |002003      |1000000000                |0
0031422441  |2     |0031422441 |002004      |1000000000                |0
0031422441  |2     |0031422441 |002005      |1000000000                |0
0031422441  |2     |0031422441 |002006      |1000000000                |0
0031422441  |2     |0031422441 |002007      |1000000000                |0
0031422441  |2     |0031422441 |002008      |1000000000                |0
0031422441  |2     |0031422441 |002009      |1000000000                |0
0031422441  |2     |0031422441 |002010      |1000000000                |0
0031422441  |2     |0031422441 |002011      |1000000000                |0
0031422441  |2     |0031422441 |002012      |1000000000                |0
0031422441  |2     |0031422441 |002013      |1000000000                |0
0031422441  |2     |0031422441 |002014      |1000000000                |0
0031422441  |2     |0031422441 |002015      |1000000000                |0
0031422441  |2     |0031422441 |002016      |1000000000                |0
0031422441  |2     |0031422441 |002017      |1000000000                |0
0031422441  |2     |0031422441 |002018      |1000000000                |0
0031422441  |2     |0031422441 |002019      |1000000000                |0
0031422441  |2     |0031422441 |002020      |1000000000                |0
0031422441  |2     |0031422441 |002021      |1000000000                |0
0031422441  |2     |0031422441 |002022      |1000000000                |0
0031422441  |2     |0031422441 |002023      |1000000000                |0
0031422441  |2     |0031422441 |002024      |1000000000                |0
0031422441  |2     |0031422441 |002025      |1000000000                |0
0031422441  |2     |0031422441 |002026      |1000000000                |0
0031422441  |2     |0031422441 |002027      |1000000000                |0
0031422441  |2     |0031422441 |002028      |1000000000                |0
0031422441  |2     |0031422441 |002029      |1000000000                |0
0031422441  |2     |0031422441 |002030      |1000000000                |0
0031422441  |2     |0031422441 |002031      |1000000000                |0
0031422441  |2     |0031422441 |002032      |1000000000                |0
0031422441  |2     |0031422441 |002033      |1000000000                |0
0031422441  |2     |0031422441 |002034      |1000000000                |0
0031422441  |2     |0031422441 |002035      |1000000000                |0
0031422441  |2     |0031422441 |002036      |1000000000                |0
0031422441  |2     |0031422441 |002037      |1000000000                |0
0031422441  |2     |0031422441 |002038      |1000000000                |0
0031422441  |2     |0031422441 |002039      |1000000000                |0
0031422441  |2     |0031422441 |002040      |1000000000                |0
0031422441  |2     |0031422441 |002041      |1000000000                |0
0031422441  |2     |0031422441 |002042      |1000000000                |0
0031422441  |2     |0031422441 |002043      |1000000000                |0
0031422441  |2     |0031422441 |002044      |1000000000                |0
0031422441  |2     |0031422441 |002045      |1000000000                |0
0031422441  |2     |0031422441 |002046      |1000000000                |0
0031422441  |2     |0031422441 |002047      |1000000000                |0
0031422441  |2     |0031422441 |002048      |1000000000                |0
0031422441  |2     |0031422441 |002049      |1000000000                |0
0031422441  |2     |0031422441 |002050      |1000000000                |0
0031422441  |2     |0031422441 |002051      |1000000000                |0
0031422441  |2     |0031422441 |002052      |1000000000                |0
0031422441  |2     |0031422441 |002053      |1000000000                |0
0031422441  |2     |0031422441 |002054      |1000000000                |0
0031422441  |2     |0031422441 |002055      |1000000000                |0
0031422441  |2     |0031422441 |002056      |1000000000                |0
0031422441  |2     |0031422441 |002057      |1000000000                |0
0031422441  |2     |0031422441 |002058      |1000000000                |0
0031422441  |2     |0031422441 |002059      |1000000000                |0
0031422441  |2     |0031422441 |002060      |1000000000                |0
0031422441  |2     |0031422441 |002061      |1000000000                |0
0031422441  |2     |0031422441 |002062      |1000000000                |0
0031422441  |2     |0031422441 |002063      |1000000000                |0
0031422441  |2     |0031422441 |002064      |1000000000                |0
0031422441  |2     |0031422441 |002065      |1000000000                |0
0031422441  |2     |0031422441 |002066      |1000000000                |0
0031422441  |2     |0031422441 |002067      |1000000000                |0
0031422441  |2     |0031422441 |002068      |1000000000                |0
0031422441  |2     |0031422441 |002069      |1000000000                |0
0031422441  |2     |0031422441 |002070      |1000000000                |0
0031422441  |2     |0031422441 |002071      |1000000000                |0
0031422441  |2     |0031422441 |002072      |1000000000                |0
0031422441  |2     |0031422441 |002073      |1000000000                |0
0031422441  |2     |0031422441 |002074      |1000000000                |0
0031422441  |2     |0031422441 |002075      |1000000000                |0
0031422441  |2     |0031422441 |002076      |1000000000                |0
0031422441  |2     |0031422441 |002077      |1000000000                |0
0031422441  |2     |0031422441 |002078      |1000000000                |0
0031422441  |2     |0031422441 |002079      |1000000000                |0
0031422441  |2     |0031422441 |002080      |1000000000                |0
0031422441  |2     |0031422441 |002081      |1000000000                |0
0031422441  |2     |0031422441 |002082      |1000000000                |0
0031422441  |2     |0031422441 |002083      |1000000000                |0
0031422441  |2     |0031422441 |002084      |1000000000                |0
0031422441  |2     |0031422441 |002085      |1000000000                |0
0031422441  |2     |0031422441 |002086      |1000000000                |0
0031422441  |2     |0031422441 |002087      |1000000000                |0
0031422441  |2     |0031422441 |002088      |1000000000                |0
0031422441  |2     |0031422441 |002089      |1000000000                |0
0031422441  |2     |0031422441 |002090      |1000000000                |0
0031422441  |2     |0031422441 |002091      |1000000000                |0
0031422441  |2     |0031422441 |002092      |1000000000                |0
0031422441  |2     |0031422441 |002093      |1000000000                |0
0031422441  |2     |0031422441 |002094      |1000000000                |0
0031422441  |2     |0031422441 |002095      |1000000000                |0
0031422441  |2     |0031422441 |002096      |1000000000                |0
0031422441  |2     |0031422441 |002097      |1000000000                |0
0031422441  |2     |0031422441 |002098      |1000000000                |0
0031422441  |2     |0031422441 |002099      |1000000000                |0
0031422441  |2     |0031422441 |002100      |1000000000                |0
0031422441  |2     |0031422441 |002101      |1000000000                |0
0031422441  |2     |0031422441 |002102      |1000000000                |0
0031422441  |2     |0031422441 |002103      |1000000000                |0
0031422441  |2     |0031422441 |002104      |1000000000                |0
0031422441  |2     |0031422441 |002105      |1000000000                |0
0031422441  |2     |0031422441 |002106      |1000000000                |0
0031422441  |2     |0031422441 |002107      |1000000000                |0
0031422441  |2     |0031422441 |002108      |1000000000                |0
0031422441  |2     |0031422441 |002109      |1000000000                |0
0031422441  |2     |0031422441 |002110      |1000000000                |0
0031422441  |2     |0031422441 |002111      |1000000000                |0
0031422441  |2     |0031422441 |002112      |1000000000                |0
0031422441  |2     |0031422441 |002113      |1000000000                |0
0031422441  |2     |0031422441 |002114      |1000000000                |0
0031422441  |2     |0031422441 |002115      |1000000000                |0
0031422441  |2     |0031422441 |002116      |1000000000                |0
0031422441  |2     |0031422441 |002117      |1000000000                |0
0031422441  |2     |0031422441 |002118      |1000000000                |0
0031422441  |2     |0031422441 |002119      |1000000000                |0
0031422441  |2     |0031422441 |002120      |1000000000                |0
0031422441  |2     |0031422441 |002121      |1000000000                |0
0031422441  |2     |0031422441 |002122      |1000000000                |0
0031422441  |2     |0031422441 |002123      |1000000000                |0
0031422441  |2     |0031422441 |002124      |1000000000                |0
0031422441  |2     |0031422441 |002125      |1000000000                |0
0031422441  |2     |0031422441 |002126      |1000000000                |0
0031422441  |2     |0031422441 |002127      |1000000000                |0
0031422441  |2     |0031422441 |002128      |1000000000                |0
0031422441  |2     |0031422441 |002129      |1000000000                |0
0031422441  |2     |0031422441 |002130      |1000000000                |0
0031422441  |2     |0031422441 |002131      |1000000000                |0
0031422441  |2     |0031422441 |002132      |1000000000                |0
0031422441  |2     |0031422441 |002133      |1000000000                |0
0031422441  |2     |0031422441 |002134      |1000000000                |0
0031422441  |2     |0031422441 |002135      |1000000000                |0
0031422441  |2     |0031422441 |002136      |1000000000                |0
0031422441  |2     |0031422441 |002137      |1000000000                |0
0031422441  |2     |0031422441 |002138      |1000000000                |0
0031422441  |2     |0031422441 |002139      |1000000000                |0
0031422441  |2     |0031422441 |002140      |1000000000                |0
0031422441  |2     |0031422441 |002141      |1000000000                |0
0031422441  |2     |0031422441 |002142      |1000000000                |0
0031422441  |2     |0031422441 |002143      |1000000000                |0
0031422441  |2     |0031422441 |002144      |1000000000                |0
0031422441  |2     |0031422441 |002145      |1000000000                |0
0031422441  |2     |0031422441 |002146      |1000000000                |0
0031422441  |2     |0031422441 |002147      |1000000000                |0
0031422441  |2     |0031422441 |002148      |1000000000                |0
0031422441  |2     |0031422441 |002149      |1000000000                |0
0031422441  |2     |0031422441 |002150      |1000000000                |0
0031422441  |2     |0031422441 |002151      |1000000000                |0
0031422441  |2     |0031422441 |002152      |1000000000                |0
0031422441  |2     |0031422441 |002153      |1000000000                |0
0031422441  |2     |0031422441 |002154      |1000000000                |0
0031422441  |2     |0031422441 |002155      |1000000000                |0
0031422441  |2     |0031422441 |002156      |1000000000                |0
0031422441  |2     |0031422441 |002157      |1000000000                |0
0031422441  |2     |0031422441 |002158      |1000000000                |0
0031422441  |2     |0031422441 |002159      |1000000000                |0
0031422441  |2     |0031422441 |002160      |1000000000                |0
0031422441  |2     |0031422441 |002161      |1000000000                |0
0031422441  |2     |0031422441 |002162      |1000000000                |0
0031422441  |2     |0031422441 |002163      |1000000000                |0
0031422441  |2     |0031422441 |002164      |1000000000                |0
0031422441  |2     |0031422441 |002165      |1000000000                |0
0031422441  |2     |0031422441 |002166      |1000000000                |0
0031422441  |2     |0031422441 |002167      |1000000000                |0
0031422441  |2     |0031422441 |002168      |1000000000                |0
0031422441  |2     |0031422441 |002169      |1000000000                |0
0031422441  |2     |0031422441 |002170      |1000000000                |0
0031422441  |2     |0031422441 |002171      |1000000000                |0
0031422441  |2     |0031422441 |002172      |1000000000                |0
0031422441  |2     |0031422441 |002173      |1000000000                |0
0031422441  |2     |0031422441 |002174      |1000000000                |0
0031422441  |2     |0031422441 |002175      |1000000000                |0
0031422441  |2     |0031422441 |002176      |1000000000                |0
0031422441  |2     |0031422441 |002177      |1000000000                |0
0031422441  |2     |0031422441 |002178      |1000000000                |0
0031422441  |2     |0031422441 |002179      |1000000000                |0
0031422441  |2     |0031422441 |002180      |1000000000                |0
0031422441  |2     |0031422441 |002181      |1000000000                |0
0031422441  |2     |0031422441 |002182      |1000000000                |0
0031422441  |2     |0031422441 |002183      |1000000000                |0
0031422441  |2     |0031422441 |002184      |1000000000                |0
0031422441  |2     |0031422441 |002185      |1000000000                |0
0031422441  |2     |0031422441 |002186      |1000000000                |0
0031422441  |2     |0031422441 |002187      |1000000000                |0
0031422441  |2     |0031422441 |002188      |1000000000                |0
0031422441  |2     |0031422441 |002189      |1000000000                |0
0031422441  |2     |0031422441 |002190      |1000000000                |0
0031422441  |2     |0031422441 |002191      |1000000000                |0
0031422441  |2     |0031422441 |002192      |1000000000                |0
0031422441  |2     |0031422441 |002193      |1000000000                |0
0031422441  |2     |0031422441 |002194      |1000000000                |0
0031422441  |2     |0031422441 |002195      |1000000000                |0
0031422441  |2     |0031422441 |002196      |1000000000                |0
0031422441  |2     |0031422441 |002197      |1000000000                |0
0031422441  |2     |0031422441 |002198      |1000000000                |0
0031422441  |2     |0031422441 |002199      |1000000000                |0
0031422441  |2     |0031422441 |002200      |1000000000                |0
0031422441  |2     |0031422441 |002201      |1000000000                |0
0031422441  |2     |0031422441 |002202      |1000000000                |0
0031422441  |2     |0031422441 |002203      |1000000000                |0
0031422441  |2     |0031422441 |002204      |1000000000                |0
0031422441  |2     |0031422441 |002205      |1000000000                |0
0031422441  |2     |0031422441 |002206      |1000000000                |0
0031422441  |2     |0031422441 |002207      |1000000000                |0
0031422441  |2     |0031422441 |002208      |1000000000                |0
0031422441  |2     |0031422441 |002209      |1000000000                |0
0031422441  |2     |0031422441 |002210      |1000000000                |0
0031422441  |2     |0031422441 |002211      |1000000000                |0
0031422441  |2     |0031422441 |002212      |1000000000                |0
0031422441  |2     |0031422441 |002213      |1000000000                |0
0031422441  |2     |0031422441 |002214      |1000000000                |0
0031422441  |2     |0031422441 |002215      |1000000000                |0
0031422441  |2     |0031422441 |002216      |1000000000                |0
0031422441  |2     |0031422441 |002217      |1000000000                |0
0031422441  |2     |0031422441 |002218      |1000000000                |0
0031422441  |2     |0031422441 |002219      |1000000000                |0
0031422441  |2     |0031422441 |002220      |1000000000                |0
0031422441  |2     |0031422441 |002221      |1000000000                |0
0031422441  |2     |0031422441 |002222      |1000000000                |0
0031422441  |2     |0031422441 |002223      |1000000000                |0
0031422441  |2     |0031422441 |002224      |1000000000                |0
0031422441  |2     |0031422441 |002225      |1000000000                |0
0031422441  |2     |0031422441 |002226      |1000000000                |0
0031422441  |2     |0031422441 |002227      |1000000000                |0
0031422441  |2     |0031422441 |002228      |1000000000                |0
0031422441  |2     |0031422441 |002229      |1000000000                |0
0031422441  |2     |0031422441 |002230      |1000000000                |0
0031422441  |2     |0031422441 |002231      |1000000000                |0
0031422441  |2     |0031422441 |002232      |1000000000                |0
0031422441  |2     |0031422441 |002233      |1000000000                |0
0031422441  |2     |0031422441 |002234      |1000000000                |0
0031422441  |2     |0031422441 |002235      |1000000000                |0
0031422441  |2     |0031422441 |002236      |1000000000                |0
0031422441  |2     |0031422441 |002237      |1000000000                |0
0031422441  |2     |0031422441 |002238      |1000000000                |0
0031422441  |2     |0031422441 |002239      |1000000000                |0
0031422441  |2     |0031422441 |002240      |1000000000                |0
0031422441  |2     |0031422441 |002241      |1000000000                |0
0031422441  |2     |0031422441 |002242      |1000000000                |0
0031422441  |2     |0031422441 |002243      |1000000000                |0
0031422441  |2     |0031422441 |002244      |1000000000                |0
0031422441  |2     |0031422441 |002245      |1000000000                |0
0031422441  |2     |0031422441 |002246      |1000000000                |0
0031422441  |2     |0031422441 |002247      |1000000000                |0
0031422441  |2     |0031422441 |002248      |1000000000                |0
0031422441  |2     |0031422441 |002249      |1000000000                |0
0031422441  |2     |0031422441 |002250      |1000000000                |0
0031422441  |2     |0031422441 |002251      |1000000000                |0
0031422441  |2     |0031422441 |002252      |1000000000                |0
0031422441  |2     |0031422441 |002253      |1000000000                |0
0031422441  |2     |0031422441 |002254      |1000000000                |0
0031422441  |2     |0031422441 |002255      |1000000000                |0
0031422441  |2     |0031422441 |002256      |1000000000                |0
0031422441  |2     |0031422441 |002258      |1000000000                |0
0031422441  |2     |0031422441 |002259      |1000000000                |0
0031422441  |2     |0031422441 |002260      |1000000000                |0
0031422441  |2     |0031422441 |002261      |1000000000                |0
0031422441  |2     |0031422441 |002262      |1000000000                |0
0031422441  |2     |0031422441 |002263      |1000000000                |0
0031422441  |2     |0031422441 |002264      |1000000000                |0
0031422441  |2     |0031422441 |002265      |1000000000                |0
0031422441  |2     |0031422441 |002266      |1000000000                |0
0031422441  |2     |0031422441 |002267      |1000000000                |0
0031422441  |2     |0031422441 |002268      |1000000000                |0
0031422441  |2     |0031422441 |002269      |1000000000                |0
0031422441  |2     |0031422441 |002270      |1000000000                |0
0031422441  |2     |0031422441 |002271      |1000000000                |0
0031422441  |2     |0031422441 |002272      |1000000000                |0
0031422441  |2     |0031422441 |002273      |1000000000                |0
0031422441  |2     |0031422441 |002274      |1000000000                |0
0031422441  |2     |0031422441 |002275      |1000000000                |0
0031422441  |2     |0031422441 |002276      |1000000000                |0
0031422441  |2     |0031422441 |002277      |1000000000                |0
0031422441  |2     |0031422441 |002278      |1000000000                |0
0031422441  |2     |0031422441 |002279      |1000000000                |0
0031422441  |2     |0031422441 |002280      |1000000000                |0
0031422441  |2     |0031422441 |002281      |1000000000                |0
0031422441  |2     |0031422441 |002282      |1000000000                |0
0031422441  |2     |0031422441 |002283      |1000000000                |0
0031422441  |2     |0031422441 |002284      |1000000000                |0
0031422441  |2     |0031422441 |002285      |1000000000                |0
0031422441  |2     |0031422441 |002286      |1000000000                |0
0031422441  |2     |0031422441 |002287      |1000000000                |0
0031422441  |2     |0031422441 |002288      |1000000000                |0
0031422441  |2     |0031422441 |002289      |1000000000                |0
0031422441  |2     |0031422441 |002290      |1000000000                |0
0031422441  |2     |0031422441 |002291      |1000000000                |0
0031422441  |2     |0031422441 |002292      |1000000000                |0
0031422441  |2     |0031422441 |002293      |1000000000                |0
0031422441  |2     |0031422441 |002294      |1000000000                |0
0031422441  |2     |0031422441 |002295      |1000000000                |0
0031422441  |2     |0031422441 |002296      |1000000000                |0
0031422441  |2     |0031422441 |002297      |1000000000                |0
0031422441  |2     |0031422441 |002298      |1000000000                |0
0031422441  |2     |0031422441 |002299      |1000000000                |0
0031422441  |2     |0031422441 |002300      |1000000000                |0
0031422441  |2     |0031422441 |002301      |1000000000                |0
0031422441  |2     |0031422441 |002302      |1000000000                |0
0031422441  |2     |0031422441 |002303      |1000000000                |0
0031422441  |2     |0031422441 |002304      |1000000000                |0
0031422441  |2     |0031422441 |002305      |1000000000                |0
0031422441  |2     |0031422441 |002306      |1000000000                |0
0031422441  |2     |0031422441 |002307      |1000000000                |0
0031422441  |2     |0031422441 |002308      |1000000000                |0
0031422441  |2     |0031422441 |002309      |1000000000                |0
0031422441  |2     |0031422441 |002310      |1000000000                |0
0031422441  |2     |0031422441 |002311      |1000000000                |0
0031422441  |2     |0031422441 |002312      |1000000000                |0
0031422441  |2     |0031422441 |002313      |1000000000                |0
0031422441  |2     |0031422441 |002314      |1000000000                |0
0031422441  |2     |0031422441 |002315      |1000000000                |0
0031422441  |2     |0031422441 |002316      |1000000000                |0
0031422441  |2     |0031422441 |002317      |1000000000                |0
0031422441  |2     |0031422441 |002318      |1000000000                |0
0031422441  |2     |0031422441 |002319      |1000000000                |0
0031422441  |2     |0031422441 |002320      |1000000000                |0
0031422441  |2     |0031422441 |002321      |1000000000                |0
0031422441  |2     |0031422441 |002322      |1000000000                |0
0031422441  |2     |0031422441 |002323      |1000000000                |0
0031422441  |2     |0031422441 |002324      |1000000000                |0
0031422441  |2     |0031422441 |002325      |1000000000                |0
0031422441  |2     |0031422441 |002326      |1000000000                |0
0031422441  |2     |0031422441 |002327      |1000000000                |0
0031422441  |2     |0031422441 |002328      |1000000000                |0
0031422441  |2     |0031422441 |002329      |1000000000                |0
0031422441  |2     |0031422441 |002330      |1000000000                |0
0031422441  |2     |0031422441 |002331      |1000000000                |0
0031422441  |2     |0031422441 |002332      |1000000000                |0
0031422441  |2     |0031422441 |002333      |1000000000                |0
0031422441  |2     |0031422441 |002334      |1000000000                |0
0031422441  |2     |0031422441 |002335      |1000000000                |0
0031422441  |2     |0031422441 |002336      |1000000000                |0
0031422441  |2     |0031422441 |002337      |1000000000                |0
0031422441  |2     |0031422441 |002338      |1000000000                |0
0031422441  |2     |0031422441 |002339      |1000000000                |0
0031422441  |2     |0031422441 |002340      |1000000000                |0
0031422441  |2     |0031422441 |002341      |1000000000                |0
0031422441  |2     |0031422441 |002342      |1000000000                |0
0031422441  |2     |0031422441 |002343      |1000000000                |0
0031422441  |2     |0031422441 |002344      |1000000000                |0
0031422441  |2     |0031422441 |002345      |1000000000                |0
0031422441  |2     |0031422441 |002346      |1000000000                |0
0031422441  |2     |0031422441 |002347      |1000000000                |0
0031422441  |2     |0031422441 |002348      |1000000000                |0
0031422441  |2     |0031422441 |002349      |1000000000                |0
0031422441  |2     |0031422441 |002350      |1000000000                |0
0031422441  |2     |0031422441 |002351      |1000000000                |0
0031422441  |2     |0031422441 |002352      |1000000000                |0
0031422441  |2     |0031422441 |002353      |1000000000                |0
0031422441  |2     |0031422441 |002354      |1000000000                |0
0031422441  |2     |0031422441 |002355      |1000000000                |0
0031422441  |2     |0031422441 |002356      |1000000000                |0
0031422441  |2     |0031422441 |002357      |1000000000                |0
0031422441  |2     |0031422441 |002358      |1000000000                |0
0031422441  |2     |0031422441 |002359      |1000000000                |0
0031422441  |2     |0031422441 |002360      |1000000000                |0
0031422441  |2     |0031422441 |002361      |1000000000                |0
0031422441  |2     |0031422441 |002362      |1000000000                |0
0031422441  |2     |0031422441 |002363      |1000000000                |0
0031422441  |2     |0031422441 |002364      |1000000000                |0
0031422441  |2     |0031422441 |002365      |1000000000                |0
0031422441  |2     |0031422441 |002366      |1000000000                |0
0031422441  |2     |0031422441 |002367      |1000000000                |0
0031422441  |2     |0031422441 |002368      |1000000000                |0
0031422441  |2     |0031422441 |002369      |1000000000                |0
0031422441  |2     |0031422441 |002370      |1000000000                |0
0031422441  |2     |0031422441 |002371      |1000000000                |0
0031422441  |2     |0031422441 |002372      |1000000000                |0
0031422441  |2     |0031422441 |002373      |1000000000                |0
0031422441  |2     |0031422441 |002374      |1000000000                |0
0031422441  |2     |0031422441 |002375      |1000000000                |0
0031422441  |2     |0031422441 |002376      |1000000000                |0
0031422441  |2     |0031422441 |002377      |1000000000                |0
0031422441  |2     |0031422441 |002378      |1000000000                |0
0031422441  |2     |0031422441 |002379      |1000000000                |0
0031422441  |2     |0031422441 |002380      |1000000000                |0
0031422441  |2     |0031422441 |002381      |1000000000                |0
0031422441  |2     |0031422441 |002382      |1000000000                |0
0031422441  |2     |0031422441 |002383      |1000000000                |0
0031422441  |2     |0031422441 |002384      |1000000000                |0
0031422441  |2     |0031422441 |002385      |1000000000                |0
0031422441  |2     |0031422441 |002386      |1000000000                |0
0031422441  |2     |0031422441 |002387      |1000000000                |0
0031422441  |2     |0031422441 |002388      |1000000000                |0
0031422441  |2     |0031422441 |002389      |1000000000                |0
0031422441  |2     |0031422441 |002390      |1000000000                |0
0031422441  |2     |0031422441 |002391      |1000000000                |0
0031422441  |2     |0031422441 |002392      |1000000000                |0
0031422441  |2     |0031422441 |002393      |1000000000                |0
0031422441  |2     |0031422441 |002394      |1000000000                |0
0031422441  |2     |0031422441 |002395      |1000000000                |0
0031422441  |2     |0031422441 |002396      |1000000000                |0
0031422441  |2     |0031422441 |002397      |1000000000                |0
0031422441  |2     |0031422441 |002398      |1000000000                |0
0031422441  |2     |0031422441 |002399      |1000000000                |0
0031422441  |2     |0031422441 |002400      |1000000000                |0
0031422441  |2     |0031422441 |002401      |1000000000                |0
0031422441  |2     |0031422441 |002402      |1000000000                |0
0031422441  |2     |0031422441 |002403      |1000000000                |0
0031422441  |2     |0031422441 |002404      |1000000000                |0
0031422441  |2     |0031422441 |002405      |1000000000                |0
0031422441  |2     |0031422441 |002406      |1000000000                |0
0031422441  |2     |0031422441 |002407      |1000000000                |0
0031422441  |2     |0031422441 |002408      |1000000000                |0
0031422441  |2     |0031422441 |002409      |1000000000                |0
0031422441  |2     |0031422441 |002410      |1000000000                |0
0031422441  |2     |0031422441 |002411      |1000000000                |0
0031422441  |2     |0031422441 |002412      |1000000000                |0
0031422441  |2     |0031422441 |002413      |1000000000                |0
0031422441  |2     |0031422441 |002414      |1000000000                |0
0031422441  |2     |0031422441 |002415      |1000000000                |0
0031422441  |2     |0031422441 |002416      |1000000000                |0
0031422441  |2     |0031422441 |002417      |1000000000                |0
0031422441  |2     |0031422441 |002418      |1000000000                |0
0031422441  |2     |0031422441 |002419      |1000000000                |0
0031422441  |2     |0031422441 |002420      |1000000000                |0
0031422441  |2     |0031422441 |002421      |1000000000                |0
0031422441  |2     |0031422441 |002422      |1000000000                |0
0031422441  |2     |0031422441 |002423      |1000000000                |0
0031422441  |2     |0031422441 |002424      |1000000000                |0
0031422441  |2     |0031422441 |002425      |1000000000                |0
0031422441  |2     |0031422441 |002426      |1000000000                |0
0031422441  |2     |0031422441 |002427      |1000000000                |0
0031422441  |2     |0031422441 |002428      |1000000000                |0
0031422441  |2     |0031422441 |002429      |1000000000                |0
0031422441  |2     |0031422441 |002430      |1000000000                |0
0031422441  |2     |0031422441 |002431      |1000000000                |0
0031422441  |2     |0031422441 |002432      |1000000000                |0
0031422441  |2     |0031422441 |002433      |1000000000                |0
0031422441  |2     |0031422441 |002434      |1000000000                |0
0031422441  |2     |0031422441 |002435      |1000000000                |0
0031422441  |2     |0031422441 |002436      |1000000000                |0
0031422441  |2     |0031422441 |002437      |1000000000                |0
0031422441  |2     |0031422441 |002438      |1000000000                |0
0031422441  |2     |0031422441 |002439      |1000000000                |0
0031422441  |2     |0031422441 |002440      |1000000000                |0
0031422441  |2     |0031422441 |002441      |1000000000                |0
0031422441  |2     |0031422441 |002442      |1000000000                |0
0031422441  |2     |0031422441 |002443      |1000000000                |0
0031422441  |2     |0031422441 |002444      |1000000000                |0
0031422441  |2     |0031422441 |002445      |1000000000                |0
0031422441  |2     |0031422441 |002446      |1000000000                |0
0031422441  |2     |0031422441 |002447      |1000000000                |0
0031422441  |2     |0031422441 |002448      |1000000000                |0
